jd,UTC,jd_norm
2704617.911393397,2016-10-29T21:45:16.335,776.7280318108387
2704618.0875038956,2016-10-30T01:58:51.338,776.9041423094459
2704618.161570851,2016-10-30T03:45:30.327,776.9782092650421
2704618.3376808977,2016-10-30T07:59:05.296,777.1543193114921
2704618.411747695,2016-10-30T09:45:44.273,777.2283861087635
2704618.6619241377,2016-10-30T15:45:58.191,777.4785625515506
2704618.9121003877,2016-10-30T21:46:12.098,777.7287388015538
2704619.0882099597,2016-10-31T01:59:47.040,777.904848373495
2704619.1622766485,2016-10-31T03:46:26.014,777.9789150622673
2704619.338386349,2016-10-31T08:00:00.971,778.155024762731
2704619.4124531215,2016-10-31T09:46:39.954,778.2290915353224
2704619.588563089,2016-10-31T14:00:14.939,778.40520150261
2704619.6626300025,2016-10-31T15:46:53.935,778.4792684162967
2704619.838740373,2016-10-31T20:00:28.960,778.655378786847
2704619.9128074837,2016-10-31T21:47:07.976,778.7294458975084
2704620.0889183898,2016-11-01T02:00:43.051,778.9055568035692
2704620.1629857533,2016-11-01T03:47:22.091,778.9796241670847
2704620.3390973248,2016-11-01T08:00:57.228,779.1557357385755
2704620.4131649947,2016-11-01T09:47:36.297,779.2298034084961
2704620.589277357,2016-11-01T14:01:11.507,779.4059157706797
2704620.6633453853,2016-11-01T15:47:50.608,779.4799837991595
2704620.839458661,2016-11-01T20:01:25.902,779.6560970749706
2704620.913527099,2016-11-01T21:48:05.041,779.7301655127667
2704621.089641407,2016-11-02T02:01:40.429,779.9062798209488
2704701.6144815944,2017-01-21T14:37:40.837,860.4311200082302
2704701.6885403404,2017-01-21T16:24:19.912,860.5051787542179
2704715.6933384123,2017-02-04T16:32:39.631,874.5099768261425
2704715.8694257746,2017-02-04T20:46:14.760,874.6860641883686
2704790.1907597533,2017-04-20T04:38:14.334,949.0073981671594
2704790.3668493195,2017-04-20T08:51:49.545,949.1834877333604
2704790.4409068064,2017-04-20T10:38:28.561,949.2575452202
2704798.620680396,2017-04-28T14:58:07.510,957.4373188097961
2704798.6947387443,2017-04-28T16:44:46.542,957.5113771581091
2704798.870830249,2017-04-28T20:58:21.776,957.687468662858
2704798.9448900516,2017-04-28T22:45:00.932,957.7615284654312
